"0023d855-66ae-43d6-b09e-0bc7d56859cf","bannerNarrow","","307","410","192","256","1.6","image/png,image/jpeg,image/jpg,image/svg+xml,image/webp","e0a21cbf-9bb3-4676-9128-619c88840369","21cd5325-6558-4fa8-8ca0-7b5675ed9bc5",\N
"01061ead-1aea-46ea-8002-4a5f2d19dbf5","banner","http://localhost:3000/api/private/rest/storage/document/a3267551-82a4-4a10-82a7-7f60ffbddbe6","384","1536","64","256","6","image/png,image/jpeg,image/jpg,image/svg+xml,image/webp","4e431e88-37af-4eb6-8209-d4206d3f70a7","3c96904c-3426-4645-bece-2113d0c623c1",\N
"015b87cf-6c60-44d6-a554-e5d624de565e","bannerNarrow","","307","410","192","256","1.6","image/png,image/jpeg,image/jpg,image/svg+xml,image/webp","e96f224c-78c5-4c80-8961-80240065a7f8","9a5a7ee3-5cd7-44e2-8467-507a04892517",\N
"02116a49-1f4e-4942-8561-88d7171e97c5","avatar","http://localhost:3000/api/private/rest/storage/document/c041d314-af55-4a01-82ce-bf5a6c52219c","190","410","190","410","1","image/png,image/jpeg,image/jpg,image/svg+xml,image/webp","0535b0b1-c06a-4b1b-b3ae-cfaff0c5a488","3b51a070-c9bf-4f32-a8e9-e09a12712e57",""
"031d9e7c-e781-4667-9f63-68c7d4acfff1","banner","","384","1536","64","256","6","image/png,image/jpeg,image/jpg,image/svg+xml,image/webp","452d3ab2-14c8-4c7c-a804-9abab2deb830","e378b236-7b73-4158-8aee-a2ee9051cb04",\N
"0387f040-fde8-44b2-b9d4-e691ee3d199e","banner","","384","1536","64","256","6","image/png,image/jpeg,image/jpg,image/svg+xml,image/webp","9387843a-70ed-4991-ad15-803a9c28ec9a","c22dbfe3-d913-44ce-99a3-df494a2caa30",\N
"0796c756-fe1c-446d-be6d-66b67938cd46","bannerNarrow","","307","410","192","256","1.6","image/png,image/jpeg,image/jpg,image/svg+xml,image/webp","8074123f-24e5-4c29-af13-d6c8f4c3dc06","c106fe13-da43-476b-9981-3ee9692912e6",\N
"07d9f66d-07d2-499c-8615-50502232c792","avatar","https://eu.ui-avatars.com/api/?name=Eco1 Host+&background=fac406&color=ffffff","190","410","190","410","1","image/png,image/jpeg,image/jpg,image/svg+xml,image/webp","3375037f-975e-497f-a5df-2da6f273873f","99153bfc-c5aa-417c-803b-aa255cbd7df8",\N
"08cc142a-8e1c-4696-bf19-9e73470f468d","bannerNarrow","http://localhost:3000/api/private/rest/storage/document/6c135429-6427-4920-84ac-5cd2bc87195a","307","410","192","256","1.6","image/png,image/jpeg,image/jpg,image/svg+xml,image/webp","2f87fa3e-068e-47f5-8bb3-d4ff288ec571","aecdc548-dc78-4315-91dd-468cfc64a838",\N
"08dc91fd-960f-4be1-883e-a3206d37f4e8","bannerNarrow","http://localhost:3000/api/private/rest/storage/document/6254a67f-5406-4afb-af18-a321c0521460","307","410","192","256","1.6","image/png,image/jpeg,image/jpg,image/svg+xml,image/webp","15d9fb5a-0726-4900-a009-2a48db9ccf47","d7f46ade-130a-43a5-86be-dc41ff1136ab",""
"092140eb-3329-4536-98f9-7acb53582ace","bannerNarrow","","307","410","192","256","1.6","image/png,image/jpeg,image/jpg,image/svg+xml,image/webp","b363b20c-9317-4935-b444-27f6e8af648f","7f8ba9f3-7838-47cd-93d4-004bc4288523",\N
"0924c84f-3715-43ae-b372-e8df2e08e084","bannerNarrow","","307","410","192","256","1.6","image/png,image/jpeg,image/jpg,image/svg+xml,image/webp","c8a3fe20-c6be-46c2-be77-7bb4c7d75a99","fc2ac1ff-0309-4251-962f-2c071f3f139a",\N
